Date;Time;ElapsedTime;Longitude;Latitude;Altitude;Distance;HeartRate;Speed;Cadence
2019-02-24;06:24:23;0;13,293179;61,110212;381,6;0,0;77,0;0,0;0,0
2019-02-24;06:24:24;1;13,293185;61,110214;381,6;0,2;77,0;0,0;0,0
2019-02-24;06:24:32;9;13,293190;61,110220;381,6;0,9;74,0;0,0;0,0
2019-02-24;06:24:49;26;13,293198;61,110237;381,6;3,0;77,0;0,0;0,0
2019-02-24;06:24:58;35;13,293206;61,110241;381,8;3,9;74,0;0,0;0,0
2019-02-24;06:25:04;41;13,293213;61,110240;381,8;4,2;80,0;0,0;0,0
2019-02-24;06:25:05;42;13,293215;61,110242;381,8;4,4;85,0;0,0;0,0
2019-02-24;06:25:06;43;13,293215;61,110242;381,8;4,4;88,0;0,0;0,0
2019-02-24;06:25:17;54;13,293214;61,110248;381,8;5,2;85,0;0,0;0,0
2019-02-24;06:25:41;78;13,293196;61,110253;381,6;7,8;82,0;0,0;0,0
2019-02-24;06:25:46;83;13,293175;61,110247;381,6;8,8;79,0;0,0;0,0
2019-02-24;06:25:58;95;13,293145;61,110233;381,4;10,7;76,0;0,0;0,0
2019-02-24;06:26:24;121;13,293182;61,110251;381,6;13,8;73,0;0,0;0,0
2019-02-24;06:26:51;148;13,293186;61,110248;381,6;15,6;79,0;0,0;0,0
2019-02-24;06:26:53;150;13,293184;61,110246;381,6;15,7;84,0;0,0;0,0
2019-02-24;06:26:55;152;13,293185;61,110246;381,6;15,8;87,0;0,0;0,0
2019-02-24;06:26:57;154;13,293185;61,110247;381,6;15,8;92,0;0,0;0,0
2019-02-24;06:27:00;157;13,293184;61,110248;381,6;16,0;96,0;0,0;0,0
2019-02-24;06:27:02;159;13,293183;61,110249;381,6;16,1;100,0;0,0;0,0
2019-02-24;06:27:05;162;13,293182;61,110250;381,6;16,2;105,0;0,0;0,0
2019-02-24;06:27:06;163;13,293180;61,110250;381,6;16,3;108,0;0,0;0,0
2019-02-24;06:27:07;164;13,293180;61,110251;381,6;16,4;117,0;0,0;0,0
2019-02-24;06:27:08;165;13,293180;61,110251;381,6;16,4;117,0;0,0;0,0
2019-02-24;06:27:10;167;13,293181;61,110252;381,6;16,5;112,0;0,0;0,0
2019-02-24;06:27:12;169;13,293182;61,110251;381,6;16,5;109,0;0,0;0,0
2019-02-24;06:27:15;172;13,293183;61,110251;381,6;16,6;106,0;0,0;0,0
2019-02-24;06:27:18;175;13,293183;61,110251;381,6;16,6;103,0;0,0;0,0
2019-02-24;06:27:30;187;13,293187;61,110255;381,6;17,3;99,0;0,0;0,0
2019-02-24;06:27:37;194;13,293194;61,110263;381,6;18,4;96,0;0,0;0,0
2019-02-24;06:27:41;198;13,293195;61,110266;381,6;18,8;93,0;0,0;0,0
2019-02-24;06:27:46;203;13,293196;61,110267;381,6;19,1;90,0;0,0;0,0
2019-02-24;06:27:53;210;13,293201;61,110266;381,8;19,5;87,0;0,0;0,0
2019-02-24;06:27:57;214;13,293191;61,110263;381,6;20,3;84,0;0,0;0,0
2019-02-24;06:28:05;222;13,293181;61,110259;381,6;21,1;81,0;0,0;0,0
2019-02-24;06:28:13;230;13,293181;61,110258;381,6;21,2;72,0;0,0;0,0
2019-02-24;06:28:14;231;13,293180;61,110258;381,6;21,3;72,0;0,0;0,0
2019-02-24;06:28:24;241;13,293176;61,110258;381,6;21,5;69,0;0,0;0,0
2019-02-24;06:29:01;278;13,293151;61,110242;381,4;25,2;66,0;0,0;0,0
2019-02-24;06:29:40;317;13,293151;61,110247;381,4;29,0;70,0;0,0;0,0
2019-02-24;06:29:42;319;13,293151;61,110247;381,4;29,0;73,0;0,0;0,0
2019-02-24;06:30:10;347;13,293133;61,110316;381,4;37,5;72,0;4,6;0,0
2019-02-24;06:30:23;360;13,292915;61,110707;380,8;82,8;75,0;15,8;0,0
2019-02-24;06:30:29;366;13,292872;61,110949;380,8;109,8;71,0;16,1;0,0
2019-02-24;06:30:42;379;13,292783;61,111417;380,8;162,1;72,0;15,1;0,0
2019-02-24;06:30:50;387;13,292691;61,111728;380,8;197,2;75,0;15,8;0,0
2019-02-24;06:30:56;393;13,292638;61,111963;381,2;223,6;72,0;15,8;0,0
2019-02-24;06:30:59;396;13,292607;61,112079;381,6;236,6;69,0;15,1;0,0
2019-02-24;06:31:05;402;13,292527;61,112271;382,2;258,3;73,0;12,2;0,0
2019-02-24;06:31:07;404;13,292506;61,112332;382,4;265,3;76,0;12,0;0,0
